N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
46,50,67,18.68,65.87,6.15,39.53,Sandy,Vegetable,84,Medium,7.1,Carrot
52,46,66,15.18,63.58,6.22,44.4,Loamy,Vegetable,88,Medium,6.5,Carrot
52,45,71,17.39,64.11,6.21,49.37,Loamy,Vegetable,84,Medium,7.2,Carrot
53,51,63,13.59,72.97,6.2,60.51,Sandy,Vegetable,90,Medium,7.6,Carrot
53,46,58,20.98,58.59,6.22,50.79,Loamy,Vegetable,84,Medium,6.6,Carrot
63,49,66,16.2,66.26,6.16,62.56,Loamy,Vegetable,85,Medium,7.7,Carrot
54,45,71,21.39,68.24,6.56,54.71,Sandy,Vegetable,82,Medium,7.2,Carrot
49,46,67,13.08,62.15,6.42,49.33,Loamy,Vegetable,86,Medium,6.2,Carrot
50,50,65,17.68,59.81,6.31,31.58,Loamy,Vegetable,88,Medium,8.1,Carrot
48,40,67,19.95,61.99,5.93,48.33,Sandy,Vegetable,80,Medium,6.6,Carrot
53,40,61,17.15,62.86,5.87,53.17,Sandy,Vegetable,83,Medium,7.4,Carrot
59,42,68,15.33,67.3,6.06,52.82,Sandy,Vegetable,84,Medium,6.4,Carrot
60,41,56,11.24,58.5,6.71,60.06,Loamy,Vegetable,81,Medium,6.8,Carrot
52,38,60,18.96,64.02,6.38,39.32,Sandy,Vegetable,85,Medium,5.6,Carrot
60,46,58,20.23,54.82,6.46,54.44,Loamy,Vegetable,79,Medium,7.0,Carrot
45,30,59,15.77,64.58,6.32,50.75,Loamy,Vegetable,80,Medium,6.7,Carrot
77,48,57,17.65,69.71,6.4,76.95,Clayey,Vegetable,87,Medium,5.7,Cabbage
89,56,61,18.75,73.83,6.51,93.91,Alluvial,Vegetable,84,Medium,6.1,Cabbage
92,55,63,17.84,77.5,6.2,83.42,Alluvial,Vegetable,95,Medium,5.8,Cabbage
90,54,56,13.72,67.96,6.71,78.14,Clayey,Vegetable,89,Medium,7.0,Cabbage
92,55,56,18.38,73.95,6.7,78.65,Alluvial,Vegetable,83,Medium,6.2,Cabbage
69,58,58,18.36,66.1,6.92,58.06,Alluvial,Vegetable,93,Medium,6.6,Cabbage
83,53,56,20.09,72.05,6.12,66.16,Loamy,Vegetable,90,Medium,7.0,Cabbage
80,52,60,19.25,66.52,6.65,65.36,Loamy,Vegetable,88,Medium,7.7,Cabbage
83,58,63,15.14,64.62,6.75,59.16,Alluvial,Vegetable,82,Medium,7.1,Cabbage
76,51,69,14.18,66.97,6.36,67.6,Alluvial,Vegetable,85,Medium,5.8,Cabbage
97,56,62,17.23,73.16,6.78,60.04,Loamy,Vegetable,91,Medium,6.9,Cabbage
97,64,60,19.78,61.32,6.97,62.74,Alluvial,Vegetable,88,Medium,6.8,Cabbage
83,55,67,16.73,67.65,7.04,75.27,Clayey,Vegetable,98,Medium,7.0,Cabbage
74,58,55,17.51,71.7,6.01,61.87,Alluvial,Vegetable,99,Medium,6.6,Cabbage
83,64,58,17.32,75.96,6.38,62.53,Alluvial,Vegetable,79,Medium,5.9,Cabbage
77,55,56,21.82,67.77,6.92,72.2,Clayey,Vegetable,93,Medium,6.9,Cabbage
67,54,58,15.23,73.84,7.01,43.27,Loamy,Vegetable,87,Medium,5.8,Cabbage
85,53,56,18.88,78.54,7.3,62.6,Alluvial,Vegetable,81,Medium,6.8,Cabbage
97,59,68,17.05,69.56,6.53,66.69,Loamy,Vegetable,92,Medium,7.1,Cabbage
93,57,61,19.09,64.15,6.56,70.52,Loamy,Vegetable,90,Medium,6.4,Cabbage
88,52,65,18.45,72.6,6.29,78.15,Alluvial,Vegetable,90,Medium,6.0,Cabbage
84,58,62,18.47,72.37,6.81,82.38,Alluvial,Vegetable,93,Medium,6.1,Cabbage
76,52,69,18.06,80.51,6.46,67.41,Loamy,Vegetable,89,Medium,6.4,Cabbage
78,49,62,19.61,81.78,6.37,66.47,Alluvial,Vegetable,86,Medium,7.2,Cabbage
91,50,55,19.41,73.53,6.73,61.17,Alluvial,Vegetable,81,Medium,6.0,Cabbage
90,65,57,22.05,75.32,6.08,72.14,Loamy,Vegetable,93,Medium,5.0,Cabbage
90,60,61,17.38,71.31,6.43,58.24,Loamy,Vegetable,86,Medium,6.3,Cabbage
85,52,55,19.02,73.48,6.34,75.06,Clayey,Vegetable,87,Medium,6.5,Cabbage
92,51,54,17.21,66.55,6.42,67.19,Alluvial,Vegetable,78,Medium,6.8,Cabbage
83,60,61,18.97,76.76,6.46,69.99,Clayey,Vegetable,82,Medium,7.2,Cabbage
83,49,63,13.14,70.28,6.77,65.62,Loamy,Vegetable,86,Medium,6.3,Cabbage
68,58,59,16.96,70.93,6.5,76.53,Alluvial,Vegetable,89,Medium,5.7,Cabbage
89,57,61,19.65,72.12,6.83,84.07,Loamy,Vegetable,92,Medium,6.1,Cabbage
83,61,52,16.72,70.63,6.24,78.73,Alluvial,Vegetable,91,Medium,6.1,Cabbage
89,54,55,16.07,73.74,6.78,65.13,Alluvial,Vegetable,92,Medium,7.4,Cabbage
74,56,64,17.31,76.95,7.16,73.43,Clayey,Vegetable,88,Medium,7.1,Cabbage
91,42,59,16.71,73.59,6.44,69.15,Loamy,Vegetable,86,Medium,6.9,Cabbage
98,50,53,17.54,71.89,6.85,57.71,Alluvial,Vegetable,87,Medium,5.2,Cabbage
95,56,57,14.86,67.08,6.62,58.93,Clayey,Vegetable,90,Medium,7.7,Cabbage
82,50,61,15.05,78.88,6.92,68.36,Loamy,Vegetable,85,Medium,6.2,Cabbage
82,56,65,15.43,76.04,6.69,64.92,Clayey,Vegetable,85,Medium,6.6,Cabbage
76,60,54,18.6,71.68,6.33,68.97,Loamy,Vegetable,94,Medium,5.8,Cabbage
81,51,59,16.13,64.93,6.18,86.38,Alluvial,Vegetable,91,Medium,6.6,Cabbage
82,54,57,18.55,72.4,6.15,72.54,Clayey,Vegetable,78,Medium,6.7,Cabbage
73,54,54,17.51,74.31,6.95,54.59,Clayey,Vegetable,94,Medium,6.6,Cabbage
81,58,58,18.94,68.03,6.31,79.44,Alluvial,Vegetable,96,Medium,6.5,Cabbage
62,54,60,17.03,73.35,6.36,78.39,Loamy,Vegetable,84,Medium,7.2,Cabbage
97,50,55,18.32,67.25,6.35,81.03,Alluvial,Vegetable,93,Medium,7.7,Cabbage
86,51,60,17.2,71.45,6.49,60.68,Clayey,Vegetable,91,Medium,5.7,Cabbage
79,54,48,19.04,63.79,6.7,57.07,Alluvial,Vegetable,88,Medium,6.8,Cabbage
102,55,50,19.41,71.07,6.52,75.58,Clayey,Vegetable,79,Medium,6.5,Cabbage
81,61,63,14.25,77.05,6.63,54.53,Alluvial,Vegetable,90,Medium,7.1,Cabbage
75,61,52,15.92,68.23,6.91,65.09,Loamy,Vegetable,84,Medium,6.8,Cabbage
90,58,58,18.01,69.4,7.0,81.44,Clayey,Vegetable,94,Medium,7.0,Cabbage
89,48,63,17.73,77.05,6.74,75.5,Clayey,Vegetable,82,Medium,6.4,Cabbage
80,56,57,16.95,73.84,6.37,71.22,Loamy,Vegetable,83,Medium,6.0,Cabbage
90,48,66,19.45,70.93,7.4,82.43,Alluvial,Vegetable,85,Medium,6.9,Cabbage
85,51,54,19.49,69.61,6.47,60.79,Loamy,Vegetable,86,Medium,6.4,Cabbage
88,42,60,16.01,77.61,7.38,66.41,Alluvial,Vegetable,82,Medium,6.6,Cabbage
83,64,68,19.23,69.65,6.7,72.65,Loamy,Vegetable,91,Medium,5.6,Cabbage
93,55,59,16.3,68.83,6.6,52.51,Loamy,Vegetable,93,Medium,5.9,Cabbage
68,64,55,16.06,76.54,7.06,54.67,Clayey,Vegetable,85,Medium,6.0,Cabbage
92,63,54,20.33,69.16,6.6,57.29,Clayey,Vegetable,89,Medium,6.4,Cabbage
82,56,54,15.73,73.75,6.9,69.77,Alluvial,Vegetable,92,Medium,7.0,Cabbage
91,50,56,16.12,79.71,6.65,74.63,Loamy,Vegetable,91,Medium,5.7,Cabbage
100,57,63,13.97,75.12,6.39,56.77,Alluvial,Vegetable,85,Medium,5.7,Cabbage
74,55,58,18.17,78.7,6.46,47.55,Loamy,Vegetable,88,Medium,7.2,Cabbage
84,62,62,13.82,72.44,6.59,80.8,Loamy,Vegetable,98,Medium,7.0,Cabbage
88,58,59,14.57,72.17,6.61,57.96,Clayey,Vegetable,95,Medium,7.1,Cabbage
74,61,58,15.94,76.32,6.48,88.99,Loamy,Vegetable,86,Medium,5.5,Cabbage
87,63,60,15.34,70.92,6.16,73.07,Alluvial,Vegetable,93,Medium,6.8,Cauliflower
78,66,64,19.53,73.84,6.25,78.82,Alluvial,Vegetable,88,Medium,5.7,Cauliflower
105,65,75,17.26,70.41,6.76,69.88,Loamy,Vegetable,91,Medium,6.0,Cauliflower
91,54,59,18.79,69.62,6.88,65.75,Loamy,Vegetable,92,Medium,6.8,Cauliflower
83,56,61,17.58,77.09,6.19,82.96,Alluvial,Vegetable,98,Medium,7.4,Cauliflower
115,67,69,15.38,65.26,6.71,53.02,Alluvial,Vegetable,97,Medium,5.2,Cauliflower
99,58,65,16.5,62.41,6.97,83.36,Alluvial,Vegetable,93,Medium,6.9,Cauliflower
86,61,68,19.11,75.36,6.76,70.28,Alluvial,Vegetable,91,Medium,6.2,Cauliflower
96,52,70,17.44,66.73,6.27,76.74,Alluvial,Vegetable,94,Medium,7.5,Cauliflower
79,57,64,16.5,70.02,6.7,74.84,Alluvial,Vegetable,102,Medium,5.7,Cauliflower
92,56,67,18.86,66.05,6.33,75.12,Loamy,Vegetable,95,Medium,6.4,Cauliflower
95,63,62,16.3,64.95,6.61,55.77,Loamy,Vegetable,95,Medium,7.2,Cauliflower
87,57,74,21.02,66.94,6.64,73.29,Alluvial,Vegetable,95,Medium,7.6,Cauliflower
90,61,68,20.38,73.75,6.76,54.41,Loamy,Vegetable,92,Medium,7.0,Cauliflower
92,64,74,15.65,74.55,6.5,79.35,Loamy,Vegetable,94,Medium,7.8,Cauliflower
91,56,67,18.65,74.55,6.73,94.75,Alluvial,Vegetable,94,Medium,6.4,Cauliflower
85,60,66,18.56,70.27,6.42,61.18,Loamy,Vegetable,93,Medium,7.2,Cauliflower
100,59,60,17.84,78.37,6.9,75.51,Loamy,Vegetable,99,Medium,7.4,Cauliflower
80,58,62,19.17,70.64,6.83,64.93,Loamy,Vegetable,101,Medium,6.5,Cauliflower
95,65,70,18.72,73.28,7.12,75.14,Loamy,Vegetable,91,Medium,6.8,Cauliflower
89,48,67,18.23,74.63,6.37,54.94,Alluvial,Vegetable,95,Medium,6.7,Cauliflower
90,60,59,17.72,68.61,6.92,73.79,Alluvial,Vegetable,93,Medium,7.5,Cauliflower
87,62,64,21.26,70.35,6.63,68.6,Alluvial,Vegetable,95,Medium,7.2,Cauliflower
96,60,73,19.75,68.25,6.19,65.85,Alluvial,Vegetable,96,Medium,6.9,Cauliflower
100,54,62,15.64,64.64,6.41,73.67,Loamy,Vegetable,98,Medium,5.9,Cauliflower
83,51,66,16.54,76.65,6.72,68.29,Loamy,Vegetable,91,Medium,5.6,Cauliflower
79,56,61,16.0,71.51,6.75,65.41,Alluvial,Vegetable,104,Medium,5.5,Cauliflower
90,58,62,16.6,69.97,6.53,66.08,Alluvial,Vegetable,88,Medium,5.5,Cauliflower
87,57,64,17.78,67.91,6.54,61.46,Loamy,Vegetable,102,Medium,6.0,Cauliflower
87,56,61,18.05,69.59,6.46,67.17,Alluvial,Vegetable,91,Medium,6.7,Cauliflower
106,55,66,18.09,72.67,6.81,72.05,Loamy,Vegetable,94,Medium,6.2,Cauliflower
83,59,58,16.81,74.43,6.63,78.93,Loamy,Vegetable,101,Medium,6.4,Cauliflower
91,58,60,16.09,73.37,6.66,88.47,Loamy,Vegetable,99,Medium,6.1,Cauliflower
96,58,71,17.03,65.79,6.36,62.55,Alluvial,Vegetable,91,Medium,6.2,Cauliflower
96,68,58,20.53,68.09,6.7,53.46,Loamy,Vegetable,97,Medium,5.3,Cauliflower
92,61,65,16.53,72.2,6.72,67.9,Loamy,Vegetable,98,Medium,6.4,Cauliflower
94,59,66,19.15,68.41,6.23,72.76,Loamy,Vegetable,100,Medium,6.7,Cauliflower
92,59,68,17.63,68.18,6.93,64.69,Loamy,Vegetable,99,Medium,7.2,Cauliflower
94,53,65,17.6,68.02,6.64,77.69,Loamy,Vegetable,92,Medium,6.4,Cauliflower
88,65,63,15.53,63.71,6.71,62.39,Loamy,Vegetable,98,Medium,5.7,Cauliflower
85,53,67,19.3,71.35,6.27,62.54,Alluvial,Vegetable,96,Medium,5.5,Cauliflower
88,67,64,15.02,67.57,6.41,91.4,Loamy,Vegetable,102,Medium,6.9,Cauliflower
87,66,59,20.15,73.71,6.55,81.39,Loamy,Vegetable,92,Medium,5.7,Cauliflower
97,59,68,21.64,67.11,6.56,85.7,Loamy,Vegetable,98,Medium,6.1,Cauliflower
82,57,61,18.47,70.31,6.68,61.59,Alluvial,Vegetable,94,Medium,5.3,Cauliflower
91,65,57,18.97,67.56,6.84,71.59,Alluvial,Vegetable,96,Medium,6.5,Cauliflower
100,61,61,18.2,68.52,6.65,65.8,Loamy,Vegetable,91,Medium,6.6,Cauliflower
90,65,62,14.04,68.54,6.11,74.16,Loamy,Vegetable,87,Medium,5.9,Cauliflower
87,67,59,18.02,72.32,7.05,77.78,Loamy,Vegetable,100,Medium,7.0,Cauliflower
80,61,69,16.09,67.68,6.36,77.73,Loamy,Vegetable,94,Medium,6.3,Cauliflower
79,59,62,18.49,65.43,6.65,65.61,Alluvial,Vegetable,89,Medium,5.7,Cauliflower
80,58,65,18.54,71.23,6.37,80.58,Loamy,Vegetable,92,Medium,6.8,Cauliflower
88,61,63,18.79,69.97,6.84,61.81,Alluvial,Vegetable,86,Medium,5.9,Cauliflower
98,59,65,15.89,70.26,6.29,61.24,Alluvial,Vegetable,93,Medium,6.8,Cauliflower
94,62,57,17.99,69.21,6.14,70.16,Loamy,Vegetable,93,Medium,6.8,Cauliflower
90,57,69,13.56,69.74,6.07,60.88,Alluvial,Vegetable,97,Medium,5.7,Cauliflower
78,71,58,21.3,69.31,6.44,75.67,Loamy,Vegetable,101,Medium,5.8,Cauliflower
85,64,66,20.2,72.06,7.14,71.79,Loamy,Vegetable,96,Medium,6.7,Cauliflower
88,64,66,19.58,73.78,6.73,75.02,Alluvial,Vegetable,90,Medium,6.2,Cauliflower
96,67,55,16.86,70.09,6.34,61.77,Alluvial,Vegetable,97,Medium,7.4,Cauliflower
73,59,67,19.56,71.28,7.13,70.29,Alluvial,Vegetable,101,Medium,6.1,Cauliflower
90,53,69,17.76,71.43,6.51,75.86,Loamy,Vegetable,96,Medium,5.9,Cauliflower
82,59,68,21.73,71.21,6.9,53.87,Loamy,Vegetable,104,Medium,6.9,Cauliflower
89,59,59,16.36,77.64,6.3,59.92,Alluvial,Vegetable,91,Medium,5.8,Cauliflower
90,65,61,15.25,71.17,6.58,80.03,Alluvial,Vegetable,92,Medium,6.3,Cauliflower
88,60,63,16.89,62.6,6.43,77.15,Loamy,Vegetable,99,Medium,6.2,Cauliflower
100,59,58,14.7,74.87,6.49,57.86,Alluvial,Vegetable,84,Medium,6.3,Cauliflower
93,56,59,16.9,74.97,6.18,63.58,Alluvial,Vegetable,100,Medium,6.8,Cauliflower
91,56,65,16.92,66.56,6.28,77.84,Alluvial,Vegetable,94,Medium,6.7,Cauliflower
91,62,63,17.04,66.74,6.18,58.78,Alluvial,Vegetable,93,Medium,5.5,Cauliflower
55,39,45,16.87,76.36,6.14,57.8,Alluvial,Vegetable,44,Medium,6.5,Spinach
65,27,45,18.84,54.04,7.58,52.49,Loamy,Vegetable,47,Medium,5.3,Spinach
69,39,46,17.98,60.53,6.71,45.9,Alluvial,Vegetable,46,Medium,5.5,Spinach
68,31,43,19.54,61.48,7.06,54.42,Alluvial,Vegetable,44,Medium,6.7,Spinach
65,39,52,17.4,68.22,6.54,41.74,Loamy,Vegetable,44,Medium,5.2,Spinach
58,37,42,19.78,66.5,7.54,54.19,Clayey,Vegetable,48,Medium,6.2,Spinach
67,39,47,18.53,66.03,7.02,44.63,Alluvial,Vegetable,42,Medium,6.9,Spinach
78,31,42,20.86,67.67,7.07,57.17,Loamy,Vegetable,44,Medium,6.2,Spinach
66,31,46,21.09,63.33,6.86,51.65,Loamy,Vegetable,44,Medium,6.4,Spinach
60,40,47,15.66,73.49,6.87,44.22,Alluvial,Vegetable,48,Medium,6.3,Spinach
52,32,46,12.6,65.43,6.86,40.53,Clayey,Vegetable,45,Medium,6.0,Spinach
56,38,48,17.28,64.01,7.09,48.39,Loamy,Vegetable,39,Medium,6.3,Spinach
59,33,50,17.67,65.01,7.0,54.04,Alluvial,Vegetable,42,Medium,6.0,Spinach
65,36,46,24.47,59.12,7.19,59.47,Loamy,Vegetable,46,Medium,5.6,Spinach
76,26,42,20.93,63.15,7.44,37.91,Clayey,Vegetable,41,Medium,5.7,Spinach
67,34,43,21.55,72.57,6.63,36.32,Alluvial,Vegetable,38,Medium,6.1,Spinach
69,35,44,15.99,68.27,7.47,32.26,Alluvial,Vegetable,44,Medium,5.4,Spinach
54,30,46,19.01,72.3,6.8,35.93,Clayey,Vegetable,44,Medium,5.2,Spinach
56,37,45,19.47,63.21,7.12,46.69,Clayey,Vegetable,48,Medium,6.2,Spinach
63,35,44,21.99,66.23,6.8,48.09,Loamy,Vegetable,47,Medium,6.4,Spinach
63,30,41,17.54,71.74,6.7,45.25,Alluvial,Vegetable,39,Medium,6.9,Spinach
68,38,48,17.59,65.42,7.4,51.44,Loamy,Vegetable,46,Medium,6.5,Spinach
69,34,44,19.94,68.88,7.27,54.41,Alluvial,Vegetable,46,Medium,5.7,Spinach
60,38,42,17.95,71.9,7.29,52.41,Loamy,Vegetable,44,Medium,5.9,Spinach
71,34,42,21.04,65.91,6.57,53.83,Alluvial,Vegetable,47,Medium,5.4,Spinach
63,34,46,19.58,62.24,6.2,58.25,Clayey,Vegetable,41,Medium,6.2,Spinach
64,35,51,25.6,56.83,7.19,48.75,Loamy,Vegetable,48,Medium,6.6,Spinach
74,36,41,20.32,65.59,6.71,46.19,Alluvial,Vegetable,48,Medium,7.0,Spinach
56,37,43,14.33,65.74,6.47,37.38,Alluvial,Vegetable,42,Medium,5.4,Spinach
60,29,43,16.22,66.88,7.04,52.08,Loamy,Vegetable,44,Medium,5.8,Spinach
59,31,47,13.6,64.6,6.67,54.79,Clayey,Vegetable,40,Medium,6.0,Spinach
67,27,40,17.77,67.57,6.87,54.48,Clayey,Vegetable,41,Medium,5.0,Spinach
65,30,41,20.33,65.95,6.57,44.42,Loamy,Vegetable,46,Medium,6.1,Spinach
56,27,52,14.94,67.64,7.4,51.18,Loamy,Vegetable,43,Medium,5.1,Spinach
54,36,50,17.01,62.22,7.08,44.51,Alluvial,Vegetable,45,Medium,6.0,Spinach
62,34,52,19.51,70.46,6.43,58.77,Alluvial,Vegetable,46,Medium,5.1,Spinach
68,32,38,18.32,67.7,6.86,49.13,Clayey,Vegetable,44,Medium,7.5,Spinach
56,38,45,15.86,64.76,6.24,45.24,Clayey,Vegetable,44,Medium,5.1,Spinach
68,31,39,15.3,75.88,6.01,53.49,Clayey,Vegetable,42,Medium,5.8,Spinach
69,37,42,14.61,68.11,7.02,47.72,Loamy,Vegetable,46,Medium,5.7,Spinach
59,35,47,18.77,67.55,6.5,62.66,Loamy,Vegetable,43,Medium,5.9,Spinach
55,34,47,19.91,72.81,7.01,52.22,Loamy,Vegetable,43,Medium,5.6,Spinach
71,38,40,19.81,68.25,6.35,54.32,Clayey,Vegetable,41,Medium,4.5,Spinach
63,36,44,25.17,66.89,6.86,53.44,Clayey,Vegetable,43,Medium,6.6,Spinach
67,36,42,14.09,62.49,6.91,46.44,Clayey,Vegetable,45,Medium,5.9,Spinach
68,31,45,16.4,57.31,6.73,62.29,Clayey,Vegetable,40,Medium,6.1,Spinach
70,44,43,16.42,59.17,7.26,43.06,Loamy,Vegetable,43,Medium,4.9,Spinach
71,39,48,13.99,68.04,6.13,50.46,Alluvial,Vegetable,45,Medium,6.2,Spinach
68,34,37,19.34,65.49,6.44,37.44,Loamy,Vegetable,49,Medium,6.7,Spinach
69,32,34,19.91,66.83,6.65,59.0,Alluvial,Vegetable,47,Medium,6.1,Spinach
65,35,47,15.86,67.13,6.43,60.69,Alluvial,Vegetable,46,Medium,5.6,Spinach
65,31,51,22.06,68.48,7.42,51.21,Loamy,Vegetable,47,Medium,6.7,Spinach
64,35,48,19.62,61.22,5.93,48.6,Loamy,Vegetable,38,Medium,5.4,Spinach
58,32,48,20.59,67.54,7.05,55.25,Loamy,Vegetable,37,Medium,6.0,Spinach
52,37,36,17.55,67.74,6.35,57.69,Clayey,Vegetable,46,Medium,6.2,Spinach
69,33,45,18.03,64.94,6.53,40.06,Loamy,Vegetable,43,Medium,5.8,Spinach
59,38,40,17.57,70.83,7.16,59.73,Clayey,Vegetable,43,Medium,6.5,Spinach
57,33,44,16.56,63.19,6.6,42.14,Alluvial,Vegetable,47,Medium,5.9,Spinach
66,35,45,18.23,63.47,7.37,56.09,Loamy,Vegetable,45,Medium,5.7,Spinach
64,36,50,14.57,68.3,7.25,38.11,Clayey,Vegetable,44,Medium,5.4,Spinach
68,33,44,16.97,68.6,6.89,51.85,Clayey,Vegetable,45,Medium,6.3,Spinach
63,41,40,13.69,55.96,5.97,55.39,Clayey,Vegetable,46,Medium,6.7,Spinach
57,37,45,18.42,68.13,6.5,70.7,Loamy,Vegetable,48,Medium,5.7,Spinach
57,34,45,20.66,59.16,6.91,37.77,Alluvial,Vegetable,46,Medium,5.9,Spinach
78,28,50,13.74,58.36,6.13,52.0,Loamy,Vegetable,41,Medium,5.2,Spinach
66,36,45,17.59,74.14,6.86,56.45,Clayey,Vegetable,45,Medium,5.3,Spinach
68,32,44,18.76,55.29,6.16,57.28,Alluvial,Vegetable,43,Medium,5.6,Spinach
66,33,46,17.87,65.99,6.52,51.55,Alluvial,Vegetable,48,Medium,5.7,Spinach
71,34,47,18.32,64.83,6.94,59.71,Alluvial,Vegetable,45,Medium,6.3,Spinach
62,41,47,18.19,64.39,7.19,45.15,Alluvial,Vegetable,39,Medium,6.0,Spinach
89,57,49,25.11,70.6,6.39,91.2,Alluvial,Vegetable,129,Medium,8.1,Brinjal
85,54,48,29.81,70.42,6.6,75.87,Alluvial,Vegetable,129,Medium,7.6,Brinjal
73,48,49,25.14,59.19,6.45,80.47,Black,Vegetable,129,Medium,8.1,Brinjal
96,53,43,24.14,70.98,6.69,96.85,Black,Vegetable,129,Medium,7.3,Brinjal
94,50,44,28.69,60.52,5.1,94.23,Black,Vegetable,135,Medium,7.7,Brinjal
69,49,48,23.66,75.06,6.08,88.79,Black,Vegetable,137,Medium,7.7,Brinjal
89,52,52,25.92,71.07,6.35,69.38,Alluvial,Vegetable,136,Medium,8.2,Brinjal
82,47,42,25.21,61.26,5.9,84.75,Black,Vegetable,125,Medium,7.7,Brinjal
78,46,41,22.87,63.92,6.01,81.05,Black,Vegetable,122,Medium,7.4,Brinjal
81,45,52,21.6,62.44,6.45,93.24,Loamy,Vegetable,135,Medium,8.5,Brinjal
76,49,44,21.87,69.14,6.19,99.79,Alluvial,Vegetable,120,Medium,7.8,Brinjal
71,45,52,23.31,65.42,6.18,106.42,Black,Vegetable,125,Medium,7.5,Brinjal
78,51,46,24.5,69.97,6.15,98.07,Black,Vegetable,137,Medium,7.9,Brinjal
80,35,52,24.02,66.77,5.74,90.92,Loamy,Vegetable,120,Medium,7.6,Brinjal
87,47,56,23.13,71.0,5.98,97.37,Black,Vegetable,135,Medium,7.8,Brinjal
76,42,48,27.78,68.65,5.88,71.5,Black,Vegetable,138,Medium,7.8,Brinjal
70,41,46,20.37,67.22,7.48,65.84,Black,Vegetable,128,Medium,8.3,Brinjal
85,49,49,22.11,66.66,6.6,98.26,Loamy,Vegetable,125,Medium,7.4,Brinjal
72,51,53,26.57,62.15,6.56,76.87,Alluvial,Vegetable,136,Medium,7.4,Brinjal
67,48,52,25.61,65.44,6.27,73.15,Loamy,Vegetable,127,Medium,7.0,Brinjal
87,45,50,25.14,72.73,6.94,93.35,Alluvial,Vegetable,132,Medium,6.9,Brinjal
71,45,53,25.18,72.34,6.9,76.29,Loamy,Vegetable,130,Medium,7.5,Brinjal
77,47,55,25.13,68.07,6.18,93.1,Loamy,Vegetable,123,Medium,7.8,Brinjal
83,47,51,25.46,67.8,6.51,85.74,Black,Vegetable,130,Medium,7.5,Brinjal
71,49,51,25.24,72.77,6.75,74.56,Alluvial,Vegetable,128,Medium,7.3,Brinjal
79,49,53,25.44,74.15,6.6,75.03,Alluvial,Vegetable,126,Medium,7.9,Brinjal
67,43,50,27.38,74.54,6.41,97.73,Alluvial,Vegetable,130,Medium,6.6,Brinjal
79,46,54,24.94,61.61,5.9,84.75,Alluvial,Vegetable,114,Medium,7.2,Brinjal
81,44,54,27.98,62.92,6.38,96.94,Black,Vegetable,129,Medium,6.7,Brinjal
78,45,55,26.51,66.43,6.56,69.3,Black,Vegetable,125,Medium,8.4,Brinjal
80,54,51,28.29,58.01,6.42,104.74,Loamy,Vegetable,136,Medium,8.3,Brinjal
79,47,44,22.26,72.04,6.71,84.2,Loamy,Vegetable,133,Medium,7.6,Brinjal
87,54,44,25.68,59.66,6.55,92.25,Black,Vegetable,121,Medium,7.3,Brinjal
80,51,48,22.07,67.73,5.84,82.21,Loamy,Vegetable,127,Medium,7.4,Brinjal
75,42,48,27.33,74.31,7.48,105.3,Black,Vegetable,122,Medium,7.3,Brinjal
79,49,50,31.02,62.59,6.21,104.73,Alluvial,Vegetable,125,Medium,7.7,Brinjal
88,52,50,27.35,63.53,6.3,91.43,Loamy,Vegetable,116,Medium,8.3,Brinjal
82,50,41,21.78,66.01,6.82,60.08,Black,Vegetable,135,Medium,7.3,Brinjal
78,51,51,23.22,71.12,5.57,79.59,Alluvial,Vegetable,130,Medium,7.3,Brinjal
65,53,43,24.83,68.77,6.51,99.03,Alluvial,Vegetable,129,Medium,7.8,Brinjal
79,53,56,25.34,71.91,7.08,101.29,Alluvial,Vegetable,127,Medium,8.1,Brinjal
81,55,52,25.69,70.17,6.6,88.53,Black,Vegetable,128,Medium,7.3,Brinjal
94,52,47,24.31,73.28,6.21,67.22,Black,Vegetable,120,Medium,6.5,Brinjal
69,44,56,24.88,66.18,5.92,83.28,Black,Vegetable,118,Medium,7.3,Brinjal
96,53,48,26.75,65.39,6.18,105.45,Alluvial,Vegetable,122,Medium,7.3,Brinjal
82,45,53,24.23,71.32,6.73,82.08,Alluvial,Vegetable,141,Medium,7.1,Brinjal
90,55,58,25.44,64.06,7.33,80.98,Alluvial,Vegetable,124,Medium,7.4,Brinjal
72,52,46,24.28,72.84,6.75,85.19,Black,Vegetable,131,Medium,7.5,Brinjal
76,49,52,24.68,70.1,6.17,77.75,Black,Vegetable,125,Medium,7.2,Brinjal
90,53,44,26.09,66.05,6.23,67.17,Loamy,Vegetable,136,Medium,6.7,Brinjal
79,45,53,24.16,67.33,6.46,88.63,Alluvial,Vegetable,130,Medium,7.5,Brinjal
75,42,44,26.8,66.47,6.23,68.13,Black,Vegetable,118,Medium,7.1,Brinjal
87,47,52,23.49,71.19,6.36,70.22,Loamy,Vegetable,128,Medium,8.6,Brinjal
94,52,49,25.76,69.58,6.48,90.29,Loamy,Vegetable,131,Medium,7.3,Brinjal
70,47,53,24.92,69.5,6.39,72.28,Alluvial,Vegetable,128,Medium,6.9,Brinjal
71,56,47,23.15,76.09,6.83,80.54,Alluvial,Vegetable,132,Medium,7.4,Brinjal
74,52,48,25.19,73.11,6.86,78.4,Black,Vegetable,133,Medium,6.8,Brinjal
